intrinsic,argument_preparation,a64_instruction,result,supported_architecture
"uint64x2_t vzip2q_u64(uint64x2_t a, uint64x2_t b)","a → Vn.2D
b → Vm.2D","ZIP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly64x2_t vzip2q_p64(poly64x2_t a, poly64x2_t b)","a → Vn.2D
b → Vm.2D","ZIP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"float32x2_t vzip2_f32(float32x2_t a, float32x2_t b)","a → Vn.2S
b → Vm.2S","ZIP2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"float32x4_t vzip2q_f32(float32x4_t a, float32x4_t b)","a → Vn.4S
b → Vm.4S","ZIP2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"float64x2_t vzip2q_f64(float64x2_t a, float64x2_t b)","a → Vn.2D
b → Vm.2D","ZIP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly8x8_t vzip2_p8(poly8x8_t a, poly8x8_t b)","a → Vn.8B
b → Vm.8B","ZIP2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vzip2q_p8(poly8x16_t a, poly8x16_t b)","a → Vn.16B
b → Vm.16B","ZIP2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"poly16x4_t vzip2_p16(poly16x4_t a, poly16x4_t b)","a → Vn.4H
b → Vm.4H","ZIP2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"poly16x8_t vzip2q_p16(poly16x8_t a, poly16x8_t b)","a → Vn.8H
b → Vm.8H","ZIP2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int8x8_t vuzp1_s8(int8x8_t a, int8x8_t b)","a → Vn.8B
b → Vm.8B","UZP1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vuzp1q_s8(int8x16_t a, int8x16_t b)","a → Vn.16B
b → Vm.16B","UZP1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"int16x4_t vuzp1_s16(int16x4_t a, int16x4_t b)","a → Vn.4H
b → Vm.4H","UZP1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"int16x8_t vuzp1q_s16(int16x8_t a, int16x8_t b)","a → Vn.8H
b → Vm.8H","UZP1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int32x2_t vuzp1_s32(int32x2_t a, int32x2_t b)","a → Vn.2S
b → Vm.2S","UZP1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"int32x4_t vuzp1q_s32(int32x4_t a, int32x4_t b)","a → Vn.4S
b → Vm.4S","UZP1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"int64x2_t vuzp1q_s64(int64x2_t a, int64x2_t b)","a → Vn.2D
b → Vm.2D","UZP1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"uint8x8_t vuzp1_u8(uint8x8_t a, uint8x8_t b)","a → Vn.8B
b → Vm.8B","UZP1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"uint8x16_t vuzp1q_u8(uint8x16_t a, uint8x16_t b)","a → Vn.16B
b → Vm.16B","UZP1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"uint16x4_t vuzp1_u16(uint16x4_t a, uint16x4_t b)","a → Vn.4H
b → Vm.4H","UZP1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"uint16x8_t vuzp1q_u16(uint16x8_t a, uint16x8_t b)","a → Vn.8H
b → Vm.8H","UZP1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"uint32x2_t vuzp1_u32(uint32x2_t a, uint32x2_t b)","a → Vn.2S
b → Vm.2S","UZP1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"uint32x4_t vuzp1q_u32(uint32x4_t a, uint32x4_t b)","a → Vn.4S
b → Vm.4S","UZP1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"uint64x2_t vuzp1q_u64(uint64x2_t a, uint64x2_t b)","a → Vn.2D
b → Vm.2D","UZP1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly64x2_t vuzp1q_p64(poly64x2_t a, poly64x2_t b)","a → Vn.2D
b → Vm.2D","UZP1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"float32x2_t vuzp1_f32(float32x2_t a, float32x2_t b)","a → Vn.2S
b → Vm.2S","UZP1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"float32x4_t vuzp1q_f32(float32x4_t a, float32x4_t b)","a → Vn.4S
b → Vm.4S","UZP1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"float64x2_t vuzp1q_f64(float64x2_t a, float64x2_t b)","a → Vn.2D
b → Vm.2D","UZP1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly8x8_t vuzp1_p8(poly8x8_t a, poly8x8_t b)","a → Vn.8B
b → Vm.8B","UZP1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vuzp1q_p8(poly8x16_t a, poly8x16_t b)","a → Vn.16B
b → Vm.16B","UZP1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"poly16x4_t vuzp1_p16(poly16x4_t a, poly16x4_t b)","a → Vn.4H
b → Vm.4H","UZP1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"poly16x8_t vuzp1q_p16(poly16x8_t a, poly16x8_t b)","a → Vn.8H
b → Vm.8H","UZP1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int8x8_t vuzp2_s8(int8x8_t a, int8x8_t b)","a → Vn.8B
b → Vm.8B","UZP2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vuzp2q_s8(int8x16_t a, int8x16_t b)","a → Vn.16B
b → Vm.16B","UZP2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"int16x4_t vuzp2_s16(int16x4_t a, int16x4_t b)","a → Vn.4H
b → Vm.4H","UZP2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"int16x8_t vuzp2q_s16(int16x8_t a, int16x8_t b)","a → Vn.8H
b → Vm.8H","UZP2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int32x2_t vuzp2_s32(int32x2_t a, int32x2_t b)","a → Vn.2S
b → Vm.2S","UZP2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"int32x4_t vuzp2q_s32(int32x4_t a, int32x4_t b)","a → Vn.4S
b → Vm.4S","UZP2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"int64x2_t vuzp2q_s64(int64x2_t a, int64x2_t b)","a → Vn.2D
b → Vm.2D","UZP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"uint8x8_t vuzp2_u8(uint8x8_t a, uint8x8_t b)","a → Vn.8B
b → Vm.8B","UZP2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"uint8x16_t vuzp2q_u8(uint8x16_t a, uint8x16_t b)","a → Vn.16B
b → Vm.16B","UZP2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"uint16x4_t vuzp2_u16(uint16x4_t a, uint16x4_t b)","a → Vn.4H
b → Vm.4H","UZP2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"uint16x8_t vuzp2q_u16(uint16x8_t a, uint16x8_t b)","a → Vn.8H
b → Vm.8H","UZP2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"uint32x2_t vuzp2_u32(uint32x2_t a, uint32x2_t b)","a → Vn.2S
b → Vm.2S","UZP2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"uint32x4_t vuzp2q_u32(uint32x4_t a, uint32x4_t b)","a → Vn.4S
b → Vm.4S","UZP2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"uint64x2_t vuzp2q_u64(uint64x2_t a, uint64x2_t b)","a → Vn.2D
b → Vm.2D","UZP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly64x2_t vuzp2q_p64(poly64x2_t a, poly64x2_t b)","a → Vn.2D
b → Vm.2D","UZP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"float32x2_t vuzp2_f32(float32x2_t a, float32x2_t b)","a → Vn.2S
b → Vm.2S","UZP2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"float32x4_t vuzp2q_f32(float32x4_t a, float32x4_t b)","a → Vn.4S
b → Vm.4S","UZP2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"float64x2_t vuzp2q_f64(float64x2_t a, float64x2_t b)","a → Vn.2D
b → Vm.2D","UZP2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly8x8_t vuzp2_p8(poly8x8_t a, poly8x8_t b)","a → Vn.8B
b → Vm.8B","UZP2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vuzp2q_p8(poly8x16_t a, poly8x16_t b)","a → Vn.16B
b → Vm.16B","UZP2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"poly16x4_t vuzp2_p16(poly16x4_t a, poly16x4_t b)","a → Vn.4H
b → Vm.4H","UZP2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"poly16x8_t vuzp2q_p16(poly16x8_t a, poly16x8_t b)","a → Vn.8H
b → Vm.8H","UZP2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int8x8_t vtrn1_s8(int8x8_t a, int8x8_t b)","a → Vn.8B
b → Vm.8B","TRN1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vtrn1q_s8(int8x16_t a, int8x16_t b)","a → Vn.16B
b → Vm.16B","TRN1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"int16x4_t vtrn1_s16(int16x4_t a, int16x4_t b)","a → Vn.4H
b → Vm.4H","TRN1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"int16x8_t vtrn1q_s16(int16x8_t a, int16x8_t b)","a → Vn.8H
b → Vm.8H","TRN1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int32x2_t vtrn1_s32(int32x2_t a, int32x2_t b)","a → Vn.2S
b → Vm.2S","TRN1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"int32x4_t vtrn1q_s32(int32x4_t a, int32x4_t b)","a → Vn.4S
b → Vm.4S","TRN1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"int64x2_t vtrn1q_s64(int64x2_t a, int64x2_t b)","a → Vn.2D
b → Vm.2D","TRN1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"uint8x8_t vtrn1_u8(uint8x8_t a, uint8x8_t b)","a → Vn.8B
b → Vm.8B","TRN1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"uint8x16_t vtrn1q_u8(uint8x16_t a, uint8x16_t b)","a → Vn.16B
b → Vm.16B","TRN1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"uint16x4_t vtrn1_u16(uint16x4_t a, uint16x4_t b)","a → Vn.4H
b → Vm.4H","TRN1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"uint16x8_t vtrn1q_u16(uint16x8_t a, uint16x8_t b)","a → Vn.8H
b → Vm.8H","TRN1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"uint32x2_t vtrn1_u32(uint32x2_t a, uint32x2_t b)","a → Vn.2S
b → Vm.2S","TRN1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"uint32x4_t vtrn1q_u32(uint32x4_t a, uint32x4_t b)","a → Vn.4S
b → Vm.4S","TRN1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"uint64x2_t vtrn1q_u64(uint64x2_t a, uint64x2_t b)","a → Vn.2D
b → Vm.2D","TRN1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly64x2_t vtrn1q_p64(poly64x2_t a, poly64x2_t b)","a → Vn.2D
b → Vm.2D","TRN1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"float32x2_t vtrn1_f32(float32x2_t a, float32x2_t b)","a → Vn.2S
b → Vm.2S","TRN1 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"float32x4_t vtrn1q_f32(float32x4_t a, float32x4_t b)","a → Vn.4S
b → Vm.4S","TRN1 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"float64x2_t vtrn1q_f64(float64x2_t a, float64x2_t b)","a → Vn.2D
b → Vm.2D","TRN1 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly8x8_t vtrn1_p8(poly8x8_t a, poly8x8_t b)","a → Vn.8B
b → Vm.8B","TRN1 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vtrn1q_p8(poly8x16_t a, poly8x16_t b)","a → Vn.16B
b → Vm.16B","TRN1 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"poly16x4_t vtrn1_p16(poly16x4_t a, poly16x4_t b)","a → Vn.4H
b → Vm.4H","TRN1 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"poly16x8_t vtrn1q_p16(poly16x8_t a, poly16x8_t b)","a → Vn.8H
b → Vm.8H","TRN1 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int8x8_t vtrn2_s8(int8x8_t a, int8x8_t b)","a → Vn.8B
b → Vm.8B","TRN2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vtrn2q_s8(int8x16_t a, int8x16_t b)","a → Vn.16B
b → Vm.16B","TRN2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"int16x4_t vtrn2_s16(int16x4_t a, int16x4_t b)","a → Vn.4H
b → Vm.4H","TRN2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"int16x8_t vtrn2q_s16(int16x8_t a, int16x8_t b)","a → Vn.8H
b → Vm.8H","TRN2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int32x2_t vtrn2_s32(int32x2_t a, int32x2_t b)","a → Vn.2S
b → Vm.2S","TRN2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"int32x4_t vtrn2q_s32(int32x4_t a, int32x4_t b)","a → Vn.4S
b → Vm.4S","TRN2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"int64x2_t vtrn2q_s64(int64x2_t a, int64x2_t b)","a → Vn.2D
b → Vm.2D","TRN2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"uint8x8_t vtrn2_u8(uint8x8_t a, uint8x8_t b)","a → Vn.8B
b → Vm.8B","TRN2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"uint8x16_t vtrn2q_u8(uint8x16_t a, uint8x16_t b)","a → Vn.16B
b → Vm.16B","TRN2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"uint16x4_t vtrn2_u16(uint16x4_t a, uint16x4_t b)","a → Vn.4H
b → Vm.4H","TRN2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"uint16x8_t vtrn2q_u16(uint16x8_t a, uint16x8_t b)","a → Vn.8H
b → Vm.8H","TRN2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"uint32x2_t vtrn2_u32(uint32x2_t a, uint32x2_t b)","a → Vn.2S
b → Vm.2S","TRN2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"uint32x4_t vtrn2q_u32(uint32x4_t a, uint32x4_t b)","a → Vn.4S
b → Vm.4S","TRN2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"uint64x2_t vtrn2q_u64(uint64x2_t a, uint64x2_t b)","a → Vn.2D
b → Vm.2D","TRN2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly64x2_t vtrn2q_p64(poly64x2_t a, poly64x2_t b)","a → Vn.2D
b → Vm.2D","TRN2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"float32x2_t vtrn2_f32(float32x2_t a, float32x2_t b)","a → Vn.2S
b → Vm.2S","TRN2 Vd.2S,Vn.2S,Vm.2S",Vd.2S,ARMv8(AArch64)
"float32x4_t vtrn2q_f32(float32x4_t a, float32x4_t b)","a → Vn.4S
b → Vm.4S","TRN2 Vd.4S,Vn.4S,Vm.4S",Vd.4S,ARMv8(AArch64)
"float64x2_t vtrn2q_f64(float64x2_t a, float64x2_t b)","a → Vn.2D
b → Vm.2D","TRN2 Vd.2D,Vn.2D,Vm.2D",Vd.2D,ARMv8(AArch64)
"poly8x8_t vtrn2_p8(poly8x8_t a, poly8x8_t b)","a → Vn.8B
b → Vm.8B","TRN2 Vd.8B,Vn.8B,Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vtrn2q_p8(poly8x16_t a, poly8x16_t b)","a → Vn.16B
b → Vm.16B","TRN2 Vd.16B,Vn.16B,Vm.16B",Vd.16B,ARMv8(AArch64)
"poly16x4_t vtrn2_p16(poly16x4_t a, poly16x4_t b)","a → Vn.4H
b → Vm.4H","TRN2 Vd.4H,Vn.4H,Vm.4H",Vd.4H,ARMv8(AArch64)
"poly16x8_t vtrn2q_p16(poly16x8_t a, poly16x8_t b)","a → Vn.8H
b → Vm.8H","TRN2 Vd.8H,Vn.8H,Vm.8H",Vd.8H,ARMv8(AArch64)
"int8x8_t vtbl1_s8(int8x8_t a, int8x8_t b)","Vn → Zeros(64):a
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbl1_u8(uint8x8_t a, uint8x8_t b)","Vn → Zeros(64):a
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbl1_p8(poly8x8_t a, uint8x8_t b)","Vn → Zeros(64):a
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbx1_s8(int8x8_t a, int8x8_t b, int8x8_t c)","a → Vd
Vn → Zeros(64):b
c → Vm","MOVI Vtmp.8B,#8
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B},Vm.8B
BIF Vd.8B,Vtmp1.8B,Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbx1_u8(uint8x8_t a, uint8x8_t b, uint8x8_t c)","a → Vd
Vn → Zeros(64):b
c → Vm","MOVI Vtmp.8B,#8
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B},Vm.8B
BIF Vd.8B,Vtmp1.8B,Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbx1_p8(poly8x8_t a, poly8x8_t b, uint8x8_t c)","a → Vd
Vn → Zeros(64):b
c → Vm","MOVI Vtmp.8B,#8
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B},Vm.8B
BIF Vd.8B,Vtmp1.8B, Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbl2_s8(int8x8x2_t a, int8x8_t b)","Vn → a.val[1]:a.val[0]
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbl2_u8(uint8x8x2_t a, uint8x8_t b)","Vn → a.val[1]:a.val[0]
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbl2_p8(poly8x8x2_t a, uint8x8_t b)","Vn → a.val[1]:a.val[0]
b → Vm","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbl3_s8(int8x8x3_t a, int8x8_t b)","Vn → a.val[1]:a.val[0]
Vn+1 → Zeros(64):a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbl3_u8(uint8x8x3_t a, uint8x8_t b)","Vn → a.val[1]:a.val[0]
Vn+1 → Zeros(64):a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbl3_p8(poly8x8x3_t a, uint8x8_t b)","Vn →a.val[1]:a.val[0]
Vn+1 → Zeros(64):a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbl4_s8(int8x8x4_t a, int8x8_t b)","Vn → a.val[1]:a.val[0]
Vn+1 → a.val[3]:a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbl4_u8(uint8x8x4_t a, uint8x8_t b)","Vn → a.val[1]:a.val[0]
Vn+1 → a.val[3]:a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbl4_p8(poly8x8x4_t a, uint8x8_t b)","a.val[1]:a.val[0]
Vn+1 → a.val[3]:a.val[2]
b → Vm","TBL Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbx2_s8(int8x8_t a, int8x8x2_t b, int8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
c → Vm","TBX Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbx2_u8(uint8x8_t a, uint8x8x2_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
c → Vm","TBX Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbx2_p8(poly8x8_t a, poly8x8x2_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
c → Vm","TBX Vd.8B,{Vn.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbx3_s8(int8x8_t a, int8x8x3_t b, int8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → Zeros(64):b.val[2]
c → Vm","MOVI Vtmp.8B,#24
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B,Vn+1.16B},Vm.8
BIF Vd.8B,Vtmp1.8B,Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbx3_u8(uint8x8_t a, uint8x8x3_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → Zeros(64):b.val[2]
c → Vm","MOVI Vtmp.8B,#24
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B,Vn+1.16B},Vm.8B
BIF Vd.8B,Vtmp1.8B,Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbx3_p8(poly8x8_t a, poly8x8x3_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → Zeros(64):b.val[2]
c → Vm","MOVI Vtmp.8B,#24
CMHS Vtmp.8B,Vm.8B,Vtmp.8B
TBL Vtmp1.8B,{Vn.16B,Vn+1.16B},Vm.8B
BIF Vd.8B,Vtmp1.8B,Vtmp.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vtbx4_s8(int8x8_t a, int8x8x4_t b, int8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → b.val[3]:b.val[2]
c → Vm","TBX Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"uint8x8_t vtbx4_u8(uint8x8_t a, uint8x8x4_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → b.val[3]:b.val[2]
c → Vm","TBX Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"poly8x8_t vtbx4_p8(poly8x8_t a, poly8x8x4_t b, uint8x8_t c)","a → Vd
Vn → b.val[1]:b.val[0]
Vn+1 → b.val[3]:b.val[2]
c → Vm","TBX Vd.8B,{Vn.16B,Vn+1.16B},Vm.8B",Vd.8B,"ARMv7
ARMv8"
"int8x8_t vqtbl1_s8(int8x16_t t, uint8x8_t idx)","t → Vn.16B
idx → Vm.8B","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vqtbl1q_s8(int8x16_t t, uint8x16_t idx)","t → Vn.16B
idx → Vm.16B","TBL Vd.16B,{Vn.16B},Vm.16B",Vd.16B,ARMv8(AArch64)
"uint8x8_t vqtbl1_u8(uint8x16_t t, uint8x8_t idx)","t → Vn.16B
idx → Vm.8B","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,ARMv8(AArch64)
"uint8x16_t vqtbl1q_u8(uint8x16_t t, uint8x16_t idx)","t → Vn.16B
idx → Vm.16B","TBL Vd.16B,{Vn.16B},Vm.16B",Vd.16B,ARMv8(AArch64)
"poly8x8_t vqtbl1_p8(poly8x16_t t, uint8x8_t idx)","t → Vn.16B
idx → Vm.8B","TBL Vd.8B,{Vn.16B},Vm.8B",Vd.8B,ARMv8(AArch64)
"poly8x16_t vqtbl1q_p8(poly8x16_t t, uint8x16_t idx)","t → Vn.16B
idx → Vm.16B","TBL Vd.16B,{Vn.16B},Vm.16B",Vd.16B,ARMv8(AArch64)
"int8x8_t vqtbx1_s8(int8x8_t a, int8x16_t t, uint8x8_t idx)","a → Vd.8B
t → Vn.16B
idx → Vm.8B","TBX Vd.8B,{Vn.16B},Vm.8B",Vd.8B,ARMv8(AArch64)
"int8x16_t vqtbx1q_s8(int8x16_t a, int8x16_t t, uint8x16_t idx)","a → Vd.16B
t → Vn.16B
idx → Vm.16B","TBX Vd.16B,{Vn.16B},Vm.16B",Vd.16B,ARMv8(AArch64)
